x1,x2,l
2.006724503783230862e+00,1.674480508065721240e+00,0
2.455154258061268191e+00,3.050411507761610075e+00,0
4.593668029161801503e-01,3.235210372711987858e+00,0
5.382397302325859556e+00,5.886748326773076911e-01,0
2.507515187898373910e+00,1.936923914672195934e+00,0
4.475900330874772237e+00,2.861293916552615002e+00,0
5.501767842893593219e+00,5.842928983708762125e+00,0
2.245442644617706152e-01,1.280453725469326676e+00,0
4.191869359649251336e+00,1.399474200277182723e+00,0
2.361707412241328186e+00,3.511243261462148268e+00,0
5.354027368225832362e+00,1.600354085706370055e+00,0
1.582150762688594892e+00,7.990554174969960455e-01,0
2.104473533151748121e+00,2.979740733056155388e+00,0
1.042684319882005273e+00,7.301860681202961834e-01,0
6.308223561042603400e+00,4.310915024717452582e+00,0
6.801190627996872351e+00,5.902489847375673726e+00,0
8.810776764108507741e-01,2.271172146071408271e+00,0
2.633920556613115860e+00,2.071250341218360269e+00,0
7.387189455365436030e-01,1.538767660280798699e+00,0
3.032605332163179401e+00,5.929458040950597919e+00,0
5.681386087503467408e+00,3.573947559961954124e+00,0
7.902386073834152258e-01,4.386933895425259244e+00,0
5.633587452401124018e+00,5.253932437806596134e+00,0
4.416897493858968460e+00,4.823051965384514084e+00,0
5.256508382640719290e+00,8.963865369546888395e-01,0
1.768391045001589390e+00,6.349974913896646589e-01,0
6.497814010617378067e+00,5.594063653467970632e+00,0
3.483212133760403173e+00,2.609027690835413971e+00,0
3.623943111692903951e+00,4.550577254682833583e+00,0
3.946509672167762162e+00,7.119239263713281751e-01,0
6.464917382925205125e+00,9.348417130451882606e-01,0
6.418992312253970489e+00,2.748079263567525743e+00,0
4.532903561837535733e+00,3.729706365114707101e+00,0
6.663628467555049895e+00,2.199960601933292459e+00,0
1.615872207162161622e+00,5.886211949401905841e+00,0
2.791285461988371353e+00,3.151407166743951827e+00,0
1.927396470077984647e+00,4.174115496874230224e+00,0
6.365964529862266019e+00,1.334132899264168559e+00,0
2.792868064706260256e+00,3.003007042791507430e+00,0
1.617466304007598721e+00,5.670048172384324126e+00,0
5.603382300625239232e+00,5.789327965378011420e+00,0
6.169559885208203198e+00,5.695579335086417672e+00,0
4.023904419632576612e+00,9.655566817900621546e-01,0
2.243876247982705241e+00,1.599724086967844627e+00,0
3.534734371863483826e+00,2.568886342448780447e+00,0
2.375929192524872668e+00,3.783895156294110773e+00,0
3.557571575366908156e+00,1.076309180827295098e+00,0
5.177337027590120044e+00,4.312233346396308065e+00,0
4.931158362804533901e+00,5.908217167545798176e+00,0
1.585697125927533646e+00,1.977079003617478792e+00,0
9.034408369087927326e-01,2.012018851503710071e+00,0
3.587012225001347865e+00,8.854082977238083574e-01,0
2.993903457542864910e+00,4.729161053799458614e+00,0
1.830444526328406596e+00,2.997878982434515560e+00,0
6.407712955162265800e+00,4.446511666108944993e+00,0
3.199784304593019435e+00,4.468655578582082732e+00,0
3.455906251989770972e+00,1.722368262396635874e+00,0
2.600748180530087605e+00,4.547226080350945665e+00,0
4.881182943831358784e-02,2.383010823898116470e+00,0
2.866315769757290521e-01,5.894941980045823371e+00,0
4.597629924059788209e+00,1.763239511938404114e+00,0
3.144560326442240594e-01,1.971947776801394880e+00,0
1.701301802565736709e+00,5.166983794559802945e+00,0
3.851198006119987305e+00,3.863136496955059673e+00,2
4.930023260108983507e+00,4.675487940523638919e+00,0
4.409042359949640222e+00,1.005768941074603573e+00,0
1.387736510787613564e-01,2.721795593299160654e+00,0
3.776841529784998208e+00,3.063381622517340919e+00,0
7.061783391295174406e-01,8.029355423526781665e-01,0
2.235166836943770718e+00,2.638538511320552615e+00,0
5.891120605507099706e-01,1.906072675140834560e+00,0
6.364304587827574800e+00,2.934077822709046046e+00,0
5.022921878115961469e+00,3.256331830201991018e+00,0
2.156578106034898301e+00,1.937693528890946482e+00,0
9.491490235108852869e-02,5.983351033341587133e+00,0
6.120365525502480253e+00,3.275878954792578401e+00,0
2.064050577433526712e+00,1.094795957988233592e+00,0
6.198586975677300437e+00,1.435284725440664877e+00,0
2.947773853435204483e+00,2.678795464413473937e+00,0
8.963443890446958218e-01,1.804205218247629361e+00,0
1.032440093737835740e+00,4.381239912761691002e+00,0
3.535932669882706048e+00,4.946953105594306344e+00,0
1.859671647447130427e+00,2.266863271847562089e+00,0
4.107468829097477681e+00,2.969306858979513741e+00,0
6.484848523593651493e+00,4.595207104977276025e+00,0
6.481473543388512892e-01,1.092578536116209698e+00,0
6.561489829307628696e+00,5.009613507811882194e+00,0
1.163406230861040447e+00,2.964677308904572151e+00,0
6.498660106600921083e+00,5.710162412783651220e+00,0
6.426089912460659193e+00,5.294193184586566403e+00,0
6.536106301497188742e-01,5.822294209320113545e+00,0
5.080409285730342894e+00,1.253230217666626567e+00,0
1.370226713414019803e+00,2.485588792461368435e+00,0
2.862352935041706292e+00,2.693195533930518693e+00,0
2.217193353375212228e-01,1.401312318263697509e+00,0
1.799688371720598257e+00,5.370093036172244316e-01,0
5.198521785982679333e-01,4.303864100178595997e+00,0
5.138936889860742596e+00,4.567645988740810736e+00,0
1.833758515151952206e+00,4.653714073166347553e+00,0
1.357446259940354949e+00,4.834856337336078447e+00,0
6.051427946593788576e+00,3.246860198847969059e+00,0
9.356209011767409045e-01,5.735003252675738850e-01,0
1.136167410109828246e+00,4.801561701388945558e+00,0
6.802487372719317804e+00,5.039242615838439576e+00,0
4.576719485687864797e+00,5.340832737199066038e+00,0
1.894604254148875677e+00,3.145479352624328762e+00,0
3.898385713766187699e+00,5.652002393982596296e+00,0
4.104761754292475473e+00,8.433857172977432537e-01,0
4.262103380227951099e+00,4.400729183401456801e+00,0
2.056496223648886623e+00,1.227347841343589874e+00,0
5.641190536063267480e+00,5.038237372435220074e+00,0
2.057569856303820832e-01,3.121091899874362863e+00,0
5.786443147356917116e+00,1.689353675843014990e+00,0
4.490350934228320767e+00,2.267373727059610378e+00,0
5.731081013541403202e+00,2.127454006508272322e+00,0
1.683715229222177090e+00,3.751423596043207187e+00,0
5.239466081442801126e+00,2.384922680368195103e+00,0
3.928672230721588221e+00,3.201722951936819772e+00,0
2.388684358433724064e+00,3.021908831683220775e+00,0
2.400510046080013282e-01,1.857432702037495442e+00,0
1.547719882686787285e+00,4.479508515623936482e+00,0
3.528611619504535390e+00,2.383786551238078477e+00,0
1.108397316950138212e+00,2.842919066799264094e+00,0
8.506122837179900253e-01,2.290538347454487589e+00,0
6.613205515838690651e+00,4.855876080334393663e+00,0
2.839817208166985463e+00,5.338809309764661393e+00,0
1.004285308994832704e+00,1.026932149645317427e+00,1
2.076001237993887472e+00,5.814199461108012557e+00,0
2.335041569536718598e+00,4.218417748488998420e+00,0
2.081618811123027601e+00,1.266632124448791474e+00,0
1.153494109742727813e+00,5.408153912485708759e+00,0
9.816306347780453523e-01,1.246281989806723445e+00,1
3.775770072918911868e+00,5.029644724775763187e+00,0
5.200186447668900591e+00,4.979347124338487696e+00,0
5.584308124865610345e+00,4.817405566145015250e+00,0
1.023570655456479184e+00,2.862648582380146411e+00,0
4.115758406629909105e-01,5.559860014874459466e+00,0
4.686852964346134520e+00,9.284474642256013155e-01,0
6.984760909396164896e-02,2.357520780787265124e+00,0
4.200642824468961423e-01,9.847794222055421542e-01,0
4.279408984591372089e+00,2.759327506131449059e+00,0
1.187310609840587505e-01,3.158477466819106017e+00,0
6.100965035190115238e+00,5.808704296988699944e+00,0
6.359504629623190297e+00,4.873771263949785215e+00,0
6.588133076780077424e+00,7.389306228831213907e-01,0
5.205098302308609703e+00,1.371383243302888300e+00,0
1.137733942747158333e-01,2.222672920186198109e+00,0
2.484806742707396321e+00,4.116396222653248671e+00,0
2.597704076002223861e+00,2.467653558732078700e+00,0
6.247240641958432539e-01,5.191664954362734008e+00,0
2.250797581925691127e+00,5.321194888214326735e-01,0
6.420478533429196055e+00,2.021054321029309708e+00,0
2.978960454689203008e+00,3.135537235408841106e+00,0
3.926273231472878766e-01,1.896521165811350329e+00,0
6.253031139789855253e+00,1.803305286406676533e+00,0
3.460471759590652008e-01,3.419418592115123889e+00,0
4.845325884780701031e+00,5.304015950925897727e+00,0
5.101738350678219014e+00,1.851339454877843904e+00,0
2.454852407085506005e+00,1.518088822513368186e+00,0
6.686073196338725211e+00,2.992866066392072977e+00,0
2.543217615585320335e+00,4.679038704997418918e+00,0
6.984371792003496004e+00,8.135067805546112307e-01,0
4.363216940354392115e+00,3.995305611126616085e+00,2
3.336350526907184033e+00,4.341522269405905909e+00,0
3.524433299701172473e+00,5.747996926071285984e-01,0
1.210195338545166033e+00,2.210378136008585237e+00,0
2.843607830084719179e+00,5.444007783580445903e+00,0
5.117583500693097420e+00,3.160288498125165990e+00,0
5.188704688958034161e+00,2.180315952561811876e+00,0
8.295541962079506781e-01,1.107848537284639168e+00,1
3.162819965739235517e+00,4.966530642124931560e+00,0
6.514048271523503075e+00,2.720043523293111498e+00,0
5.017416534219028001e+00,3.753277958470850884e+00,0
5.242103552079772300e+00,3.196572707319604856e+00,0
1.165924886291126894e+00,5.430619681070732341e+00,0
9.858788464993992751e-01,1.469883917115884175e+00,0
1.955985514564471117e+00,1.634087860325432962e+00,0
4.284039330866007411e+00,2.090322396406324668e+00,0
5.243029912336591991e+00,5.148898581273101627e+00,0
1.294625664075494065e+00,1.085728825415440024e+00,0
1.861705320529722263e+00,5.798666131503504850e+00,0
6.077018273126525649e+00,4.175984808283706329e+00,0
6.368603050850715874e+00,2.369122419572282645e+00,0
4.914153266871694292e+00,5.678979874819217066e+00,0
2.676512966173122177e+00,7.611588140224566645e-01,0
3.057910362124373282e+00,6.536750595267803998e-01,0
3.920914468009622844e+00,3.870976479866689246e+00,2
3.277902168693847429e+00,2.411333804632328714e+00,0
3.361051576183465173e+00,2.847110835610008106e+00,0
2.392490096777062369e+00,5.526756909837216902e+00,0
3.446258329930071973e+00,3.537713963088713331e+00,2
4.227793882825605642e+00,1.400442071397795196e+00,0
5.888006326567112730e-02,1.843416234052366764e+00,0
8.548299400307720619e-01,5.827668048238469067e-01,0
4.649300898715535979e+00,5.198875718184216232e+00,0
3.375278887589562293e-01,4.130267794359886224e+00,0
3.934646237415317049e+00,8.036886232372018046e-01,0
6.435711105086712180e+00,5.597420621074824076e+00,0
6.361067316057141596e+00,4.462791823954129100e+00,0
5.087771310208685449e+00,1.765323343345781337e+00,0
5.004906309762081840e+00,4.904647182710992759e+00,0
4.045870345281248781e+00,2.404048205816379458e+00,0
2.141705907962793420e-01,4.916006469569806470e+00,0
2.386432345692255375e+00,4.306530820732846543e+00,0
5.969386145160258117e+00,4.748692462679540149e+00,0
4.977755315948665604e+00,2.713231682794960076e+00,0
3.578979067945351922e+00,5.001304610622586466e+00,0
7.670156951282265378e-01,1.172415665523595996e+00,1
3.025590793616063756e+00,5.442775958355080768e+00,0
6.029499824037573674e+00,5.108768689618652381e+00,0
2.044816258732993663e+00,5.561373476900381974e+00,0
4.976567696415420627e+00,1.798032262580779861e+00,0
1.896968991876995414e+00,5.312124251856134016e+00,0
2.163727538340236567e+00,1.164176249320234779e+00,0
9.555999686651118763e-01,2.544938935251009227e+00,0
4.232267107985554944e+00,4.515236593185284697e+00,0
6.963096723184333925e+00,1.611108827562226731e+00,0
3.669583914539252145e+00,3.771037535143657582e+00,2
4.603305530271628143e+00,5.301608354637679987e+00,0
2.580132353507409437e+00,5.780907175248897190e+00,0
5.399117560133469551e-01,1.666490692942562468e+00,0
1.894925958143185873e+00,3.345920224733265780e+00,0
6.836638052171238655e+00,5.868313753799754728e+00,0
4.338663847824030917e+00,3.581885349887581782e+00,0
3.508231240778477478e+00,1.580268247837168794e+00,0
2.358328212382579725e+00,4.256332988325030264e+00,0
3.046515333742331855e+00,4.894866709245116354e+00,0
1.529381012347855284e+00,3.841673640020178748e+00,0
2.098117201980886470e+00,6.025869553062481732e-01,0
1.205387303490554007e+00,2.746277948867080099e+00,0
2.107502936899620760e+00,4.106730833923665003e+00,0
6.935629157759777286e+00,9.707844552884458134e-01,0
2.876043062217285229e+00,5.719175742166282550e-01,0
2.835147269383143431e+00,3.233210649621224508e+00,0
4.442255034609474684e+00,5.900494298419239669e+00,0
4.463575404404147129e+00,2.518765870754355429e+00,0
1.789769236036705014e+00,2.992215583047466154e+00,0
5.196168392651548729e+00,4.680053829770707274e+00,0
4.412640265396352568e+00,4.780904120499100074e+00,0
2.803093617526439374e+00,1.448786531742027428e+00,0
6.438065782201535470e+00,2.910602044674987621e+00,0
4.185480863460323775e+00,4.260416775527934519e+00,2
3.549771561102013973e+00,3.259156261543466826e+00,0
1.688128481098536138e-01,2.197600152012368468e+00,0
1.435013546078892865e+00,1.890645275582201856e+00,0
4.554331132491884482e+00,4.551112818409023930e+00,0
6.918637291041717319e+00,5.594525871611244483e+00,0
2.434088428898338208e+00,1.532999494241538585e+00,0
1.967716512473579371e+00,5.576250141580811892e+00,0
3.883889746105843255e+00,1.777665882751392035e+00,0
3.782815839795640844e+00,5.339696538526541580e+00,0
5.069378412263880307e+00,2.685330232508732706e+00,0
1.143126532496557823e+00,4.914417764647079245e+00,0
5.901272371780083681e+00,3.631156582455763893e+00,0
3.641080254250717019e+00,3.877925533277944758e+00,2
4.869099199454227644e-01,4.778782270000466070e+00,0
3.409269791395782789e+00,6.729415682891322081e-01,0
7.431073983555590567e-01,2.745572850335006976e+00,0
3.650532187855239030e+00,2.751555109830979617e+00,0
2.207982405479980148e+00,3.293099222737791987e+00,0
1.529523974166986600e+00,5.194792264693828265e+00,0
6.509763381453487874e+00,5.230422235973846590e+00,0
1.662534969982874644e+00,3.858496853116278658e+00,0
3.724777478616518867e+00,2.550537961006577259e+00,0
2.673266366832820040e+00,4.210703187644742052e+00,0
4.209661161346051728e+00,2.904951310505320627e+00,0
3.235694318728965513e+00,2.931583571423242773e+00,0
3.572268792945751947e+00,5.170590917882651461e+00,0
4.601328840152421940e+00,2.396946200521536063e+00,0
2.857825330759536708e+00,4.621442415457856612e+00,0
8.187822991996773769e-02,2.044641967490638645e+00,0
6.398718598502871835e+00,5.009426487489957225e+00,0
2.646103433042727104e+00,3.118757446920012111e+00,0
2.188917149616288693e+00,1.946189078593655974e+00,0
4.697478137102668150e+00,1.982090383492877139e+00,0
6.833374390029303136e+00,1.296284883933080945e+00,0
6.892841504001462560e+00,5.213694857339974398e+00,0
1.084282745975873485e+00,2.306724578929374658e+00,0
3.009439333089101165e+00,4.080638396153871028e+00,0
2.847908705508526150e+00,1.996254391251862215e+00,0
4.598971754108868382e+00,4.490792297035723024e+00,0
7.250299499804603309e-01,5.445951614227657167e+00,0
9.515718914924071736e-01,2.651943083836426407e+00,0
6.179803631255378349e+00,2.785057824993378617e+00,0
6.576949620355249770e+00,3.770537017336633934e+00,0
3.059228580726290669e+00,5.771102611764743706e+00,0
2.409121511831431750e+00,1.185868158941961070e+00,0
4.747075776871617414e+00,1.556830959079577026e+00,0
3.965435367457251226e-01,4.666586609806683938e+00,0
2.648342604344103846e-01,4.105990958447675254e+00,0
2.185388342882466528e+00,4.775606217817148114e+00,0
1.351057904171402146e+00,1.466807502760730131e+00,1
9.225332282663721850e-01,4.207611356542154013e+00,0
6.608122834740147944e+00,2.081164045453705036e+00,0
2.915427262441299128e+00,2.737060767576098286e+00,0
3.901248098476106207e+00,2.541909359853203654e+00,0
1.187215300929365780e+00,4.482806140683598173e+00,0
2.754191024186448122e-01,2.320719046067801106e+00,0
4.495967561834635084e+00,1.092045345466968520e+00,0
5.623863193605513899e+00,3.103212007563251884e+00,0
6.676690962252457062e+00,1.230538219404160305e+00,0
6.451779387202079441e+00,5.874014148434111959e+00,0
3.515902123936329726e+00,4.845456277322798044e+00,0
2.238360451370789761e+00,4.550112042656726530e+00,0
1.355030871195596953e+00,4.588632966998581253e+00,0
3.975626807638146243e+00,3.082349729355163603e+00,0
8.351041188202353860e-01,3.706786368159924905e+00,0
6.366627784076694940e-02,8.334589655600452840e-01,0
2.815729761603733117e+00,3.626413636250924277e+00,0
4.207274251190637138e+00,8.234296066828117322e-01,0
6.008225282367641640e+00,2.476032011192351057e+00,0
6.816239974352641617e+00,6.479041128167786212e-01,0
2.827509752395120035e+00,9.780530182988933507e-01,0
6.309836100531995839e+00,5.879852336386575118e+00,0
3.501721341385774622e+00,3.807587096206907606e+00,0
4.387953802527560399e+00,2.449558227490125084e+00,0
3.597881987961291550e+00,5.036355234154928695e+00,0
1.552773996079020558e+00,5.204885491366241013e+00,0
1.926823262944482806e+00,1.309462314768538249e+00,0
1.356662207157723898e+00,3.935465718054891315e+00,0
3.209125851144735808e+00,2.229558599611619840e+00,0
2.136901175929485586e+00,2.038131161599767260e+00,0
4.530152386147332955e+00,8.571254457062182919e-01,0
5.542578742151910376e+00,3.766438290843212577e+00,0
4.580178214481013477e+00,1.707681403972105993e+00,0
5.475021131210384695e+00,6.709946110810400821e-01,0
2.960733813434050621e+00,2.754519350607216754e+00,0
2.689678832559352362e+00,1.608840227872046613e+00,0
2.902787379663082090e-01,4.568651502447621304e+00,0
2.831152826732176386e+00,1.156094923786142425e+00,0
3.006421256788264884e+00,3.900742152626636816e+00,0
2.092959145327009995e+00,4.933226087500909074e+00,0
1.972227302478029021e+00,2.532376522833643229e+00,0
2.943741524011020516e+00,5.963174549307964867e+00,0
3.039273827649769277e+00,1.322387844321082140e+00,0
5.703226745083248339e+00,5.068732965424050718e+00,0
1.048382654159660365e+00,4.633140248499594271e+00,0
3.594220051690528717e+00,4.897568895718702464e+00,0
6.316383899294903514e+00,2.638124159902003552e+00,0
2.011237351886143720e+00,8.820057871616041600e-01,0
2.719001055631733443e-01,5.179907829521607887e+00,0
4.423801423073490113e+00,1.716761764201682805e+00,0
2.509974857022791550e+00,5.511839894066170586e+00,0
5.852018020093380457e+00,1.884499292429162587e+00,0
1.192273638528176249e+00,3.738045411424981257e+00,0
2.807698149437067858e+00,3.195623928203287001e+00,0
4.066345415728683577e+00,3.052767868842580778e+00,0
2.450432970991766712e+00,3.462339052321168342e+00,0
1.526744907133046114e+00,5.085652575298279743e+00,0
5.703223250360687224e-01,3.704439275758013128e+00,0
2.118814839435894992e+00,5.368634137332074729e+00,0
6.863018160719093430e+00,4.204301372349867449e+00,0
6.592701049521473955e+00,4.909102561248167795e+00,0
3.508998914986825479e+00,3.315735579519920151e+00,0
3.074333155924303451e+00,4.529577154742868039e+00,0
2.886013742289583739e+00,1.062477006411911784e+00,0
5.425588819447577649e+00,5.145604376167116634e+00,0
6.212498160709504447e+00,5.262628164283306376e+00,0
6.569979577911680302e+00,2.446388273180924777e+00,0
2.029901312869967445e+00,5.637264070084652801e+00,0
4.101618028643054803e-01,3.846699033513341526e+00,0
5.854190562365650052e+00,5.880754955802964368e+00,0
3.750345040471160463e+00,2.236307687260641774e+00,0
2.786843423622165528e+00,2.234333443257251250e+00,0
6.731477452367964354e+00,5.473484707728495380e-01,0
4.662956706957439579e+00,4.991512072731389971e+00,0
1.219976008592278394e-01,9.637519733040054160e-01,0
3.330392322943816819e+00,4.942250953462547614e+00,0
4.075974825491281428e-01,4.010958808695155753e+00,0
4.747862087873802039e+00,2.865378972768196864e+00,0
8.674316827643585581e-01,2.373545504085178948e+00,0
3.249159962570872917e+00,5.481686127972226430e+00,0
6.347412387972641845e+00,3.283250526671738889e+00,0
6.619076188862572430e+00,5.024864604751818620e-01,0
5.490828179630821815e+00,5.206135939400223123e+00,0
1.642496309678284083e+00,3.147517004041498367e+00,0
4.752603949534151440e+00,1.409554081786931645e+00,0
1.541553988155655697e+00,1.680101198975640253e+00,1
1.488877057660945025e-01,8.140749711250094833e-01,0
3.068139127377902398e+00,2.270011173762616075e+00,0
6.716439821044726699e+00,1.822965553398691707e+00,0
1.834798905820069770e+00,4.112317074785018178e+00,0
1.155719877266396800e+00,2.583747083423453716e+00,0
3.680032908009578829e+00,5.116016819419274775e+00,0
1.049100200465627353e+00,1.551967277955307312e+00,0
1.069993688992665337e+00,4.260062277755096716e+00,0
6.532017230446012235e+00,2.621996813103527391e+00,0
3.950412937448740447e+00,1.194560597111479439e+00,0
6.011767126288694030e+00,9.863046090635905205e-01,0
7.077565113285415599e-01,5.613342607999449285e+00,0
4.502459810477720481e+00,2.182215885010842626e+00,0
4.568926656205900549e+00,1.193980730718944727e+00,0
4.986704829413130646e+00,4.116150471739306482e+00,0
5.449914970665481029e+00,1.351868507014274634e+00,0
6.395532405624553718e+00,2.231713684232794037e+00,0
3.645602173249850253e+00,5.677500548283614279e+00,0
1.228929270909987270e+00,2.137112018509181866e+00,0
6.921466224888379593e+00,2.429219453739149159e+00,0
2.635879232874037026e+00,1.772142473024957976e+00,0
7.766441906235721504e-02,2.752894592186368783e+00,0
2.636425289761372248e+00,4.484944092830925655e+00,0
5.609497233680901473e+00,5.420973158201551456e+00,0
1.903600377238586105e+00,1.847210058233112795e+00,0
1.182591823630987138e+00,6.907748342964603605e-01,0
4.767088524416864814e+00,5.286226184659242655e+00,0
5.098726227520091747e+00,3.758107079488853142e+00,0
